cell_id,centroid_lat,centroid_lon,cell_size
48,32.412495288264275,-94.27098931980476,200
49,-8.099908382795565,69.41304978235964,17
50,-24.975246344103205,17.80591791262211,59
51,9.545962072853477,-5.996417075019862,68
52,36.15047789009231,137.45607200465014,85
53,60.481456777634584,-6.199899867681746,101
54,52.282822682030755,-98.853904865426,164
55,14.039283258704602,77.89943079101403,121
56,-5.593009212744733,-46.46664239930442,169
57,41.13314565630409,-7.590010527193026,173
58,-33.00672223499847,-70.72227531377244,183
59,-14.548142715953292,-75.02106265117469,97
60,44.529233482707966,110.8694797356433,97
61,59.6326213039101,24.379291252060774,212
62,-24.527443891110682,149.91171394125752,106
63,39.32252306645635,30.831930087560202,147
64,-42.66789572399349,147.86302322832523,71
65,-24.507990121720653,134.23128302519018,78
66,-18.31817269995137,-61.58914628903183,97
67,63.731859844375144,-130.4572728432467,129
68,-15.25950880038863,130.55196046787307,102
69,-30.246089406082728,29.208755199009303,156
70,38.014371879651016,11.754811706303585,162
71,66.82160222627263,-104.28895249049253,37
72,67.15003855804953,80.14324313650329,76
73,-33.706599162390255,137.50226684995158,141
74,31.094987068556353,-111.60010877759473,186
75,-14.908018514558613,-48.70286587976893,156
76,44.73905516768469,-72.99240172726945,57
77,48.28168442611706,38.820464683865175,161
78,-10.888480668091093,13.376086135326508,42
79,62.35221557070136,43.798429516665,153
80,-5.023489186280831,-38.25215812979589,123
81,56.215980690460604,92.54921361076002,119
82,12.119634509266158,27.489449132897022,54
83,-12.849689855009032,-7.385885223780043,35
84,-12.376049767243758,27.466861947149074,96
85,-6.776993726949416,-76.35381403158071,136
86,43.11295608718587,68.25089332050038,104
87,41.48325848002085,43.740121756071275,171
88,60.382051797363026,5.039090176154661,136
89,-40.2394213618911,-65.31320639052248,174
90,53.55413523056837,102.07631726835245,153
91,67.9224115146002,27.08612580437668,146
92,-18.639679293920853,48.39766708422506,41
93,56.13236793919124,38.2300911638527,157
94,31.46553175359287,109.16981461394029,65
95,47.50698857853075,-88.38948717887445,157
96,-0.2297767636795071,-61.51720304080606,106
97,13.243021379889035,-15.915137349423969,83
98,-38.34964473883066,174.79757777824682,74
99,44.02730509703189,-100.65887684917955,132
100,-30.10648316579212,-51.334271395686486,200
101,50.85931698108515,6.693040431751939,162
102,-8.062218058307336,111.13717261486588,105
103,-11.603196467117794,98.2799886915813,37
104,-37.31256101060747,143.17046087159287,162
105,43.22536949383383,77.77028981655398,140
106,55.07614256989834,65.55191005,128
107,53.43364066098965,-129.599778082662,144
108,41.72965269376431,-114.40046861313157,153
109,53.78121276831653,-6.620801075718333,198
110,3.258658263798539,138.97214338607023,25
111,-26.233376527413103,-67.74653769631452,137
112,59.01961930772749,-114.20675737179766,125
113,51.336948346062684,20.02647291514589,205
114,36.075058820458466,-119.88304066651494,164
115,31.541588033581498,-86.50537943151095,154
116,39.678032888668284,21.147532297503087,166
117,65.29919854950366,12.130689762960905,147
118,34.314730010044876,-101.78021060492402,157
119,-26.69496093326456,25.730272800230335,224
120,4.285126243627494,-74.09649758827537,78
121,50.02085031195003,-107.44606946279362,181
122,2.8015913652030937,8.226619912914336,78
123,39.22875871622808,-1.3699997135659185,169
124,59.90928007618694,-89.76565533207658,39
125,-6.814616213822891,120.63197351007649,87
126,-10.686011606580214,-56.11634380684724,133
127,-33.20260023826957,-64.39236730757891,217
128,26.47970006283313,70.7664413679044,99
129,-23.23897255472997,142.4208479694422,111
130,-46.82652288313047,-70.43441065805152,114
131,8.804116102523198,38.84553029076035,166
132,25.868847287946977,86.72205784822265,98
133,-16.410554142581823,162.32928510238887,24
134,29.218203347286646,-16.107145398670866,20
135,64.8807000380823,67.90278673136781,116
136,-32.75670686959656,20.494656262211677,133
137,-21.327904560383047,-43.37111563303453,194
138,45.75086080595218,26.04887135020233,171
139,-29.950787461624152,153.2246604364679,97
140,44.85825686862861,102.08608305173107,128
141,-31.225786264929813,124.05155322157273,67
142,47.05287929201006,143.37987626386027,33
143,-24.72799424080561,28.92592747368183,272
144,38.57095600505273,-79.4187856873305,78
145,-18.73544775919907,-68.68616399009454,129
146,62.157703009187635,110.70136389634095,59
